"codigo","seleccion","jugador","nombre_completo","falta_fecha_nacimiento","falta_edad","falta_estatura","falta_club","falta_posicion","fecha_nacimiento_actual","edad_actual","estatura_actual","club_actual","posicion_actual"
"SEN 27","Senegal","Bamba Dieng","Bamba Dieng","true","true","true","false","false","","","","Lorient","Delantero"
"SEN 28","Senegal","Cherif Ndiaye","Cherif Ndiaye","true","true","true","false","false","","","","Samsunspor","Delantero"
"SUI 1","Suiza","Marvin Keller","Marvin Keller","true","true","true","false","false","","","","Young Boys","Arquero"
"SUI 6","Suiza","Eray Cömert","Eray Cömert","true","true","true","false","false","","","","Valencia","Defensa"
"SUI 8","Suiza","Luca Jaquez","Luca Jaquez","true","true","true","false","false","","","","Stuttgart","Defensa"
"SUI 9","Suiza","Miro Muheim","Miro Muheim","true","true","true","false","false","","","","Hamburgo","Defensa"
"SUI 12","Suiza","Gran Xhaka","Gran Xhaka","true","true","true","false","false","","","","Sunderland","Mediocampista"
"SUI 15","Suiza","Christian Fassnacht","Christian Fassnacht","true","true","true","false","false","","","","Young Boys","Mediocampista"
"SUI 20","Suiza","Djibril Sow","Djibril Sow","true","true","true","false","false","","","","Sevilla","Mediocampista"
"SUI 23","Suiza","Cedric Itten","Cedric Itten","true","true","true","false","false","","","","Fortuna Düsseldorf","Delantero"
"SUI 25","Suiza","Noah Okafor","Noah Okafor","true","true","true","false","false","","","","Leeds","Delantero"
"SWE 1","Suecia","Jacob Zetterström","Jacob Zetterström","true","true","true","false","false","","","","Derby County","Arquero"
"SWE 2","Suecia","Viktor Johansson","Viktor Johansson","true","true","true","false","false","","","","Stoke City","Arquero"
"SWE 3","Suecia","Kristoffer Nordfeldt","Kristoffer Nordfeldt","true","true","true","false","false","","","","AIK","Arquero"
"SWE 4","Suecia","Gustav Lagerbielke","Gustav Lagerbielke","true","true","true","false","false","","","","SC Braga","Defensa"
"SWE 5","Suecia","Viktor Lindelöf","Viktor Lindelöf","true","true","true","false","false","","","","Aston Villa","Defensa"
"SWE 8","Suecia","Herman Johansson","Herman Johansson","true","true","true","false","false","","","","FC Dallas","Defensa"
"SWE 10","Suecia","Hjalmar Ekdal","Hjalmar Ekdal","true","true","true","false","false","","","","Burnley","Defensa"
"SWE 11","Suecia","Carl Starfelt","Carl Starfelt","true","true","true","false","false","","","","Celta","Defensa"
"SWE 12","Suecia","Eric Smith","Eric Smith","true","true","true","false","false","","","","St. Pauli","Defensa"
"SWE 13","Suecia","Elliot Stroud","Elliot Stroud","true","true","true","false","false","","","","Mjällby","Defensa"
"SWE 14","Suecia","Lucas Begvall","Lucas Begvall","true","true","true","false","false","","","","Tottenham","Mediocampista"
"SWE 16","Suecia","Jesper Kalström","Jesper Kalström","true","true","true","false","false","","","","Udinese","Mediocampista"
"SWE 19","Suecia","Besfort Zeneli","Besfort Zeneli","true","true","true","false","false","","","","Unión Saint-Gilloise","Mediocampista"
"SWE 22","Suecia","Benjamin Nygren","Benjamin Nygren","true","true","true","false","false","","","","Celtic","Delantero"
"SWE 24","Suecia","Alexander Bernhardsson","Alexander Bernhardsson","true","true","true","false","false","","","","Holstein Kiel","Delantero"
"SWE 25","Suecia","Gustaf Nilsson","Gustaf Nilsson","true","true","true","false","false","","","","Brujas","Delantero"
"SWE 26","Suecia","Taha Ali","Taha Ali","true","true","true","false","false","","","","Malmö","Delantero"
"TUN 2","Tunez","A. Chamakh","A. Chamakh","true","true","true","false","false","","","","Club Africain","Arquero"
"TUN 3","Tunez","Sabri Ben Hassen","Sabri Ben Hassen","true","true","true","false","false","","","","Etoile du Sahel","Arquero"
"TUN 5","Tunez","Moutaz Neffati","Moutaz Neffati","true","true","true","false","false","","","","Norrköping","Defensa"
"TUN 8","Tunez","Omar Rekik","Omar Rekik","true","true","true","false","false","","","","Maribor","Defensa"
"TUN 9","Tunez","Adem Arous","Adem Arous","true","true","true","false","false","","","","Kasimpasa","Defensa"
"TUN 10","Tunez","Raed Chikhaoui","Raed Chikhaoui","true","true","true","false","false","","","","Monastir","Defensa"
"TUN 12","Tunez","M.A Ben Hmida","M.A Ben Hmida","true","true","true","false","false","","","","Espérance de Tunis","Defensa"
"TUN 14","Tunez","M. Hadj Mahmoud","M. Hadj Mahmoud","true","true","true","false","false","","","","Lugano","Mediocampista"
"TUN 15","Tunez","Rani Khedira","Rani Khedira","true","true","true","false","false","","","","Union Berlin","Mediocampista"
"TUN 16","Tunez","Anis Ben Slimane","Anis Ben Slimane","true","true","true","false","false","","","","Norwich","Mediocampista"
"TUN 17","Tunez","Mortadha Ben Ouanes","Mortadha Ben Ouanes","true","true","true","false","false","","","","Kasimpasa","Mediocampista"
"TUN 18","Tunez","Ismaël Gharbi","Ismael Gharbi","true","true","true","false","false","","","","Augsburgo","Mediocampista"
"TUN 20","Tunez","Khalil Ayari","Khalil Ayari","true","true","true","false","false","","","","PSG","Delantero"
"TUN 23","Tunez","Firas Chaouat","Firas Chaouat","true","true","true","false","false","","","","Club Africain","Delantero"
"TUN 25","Tunez","Rayan Elloumi","Rayan Elloumi","true","true","true","false","false","","","","Vancouver Whitecaps","Delantero"
"TUN 26","Tunez","Sebastian Tounekti","Sebastian Tounekti","true","true","true","false","false","","","","Celtic","Delantero"
"TUR 1","Turquia","Bayindir","Bayindir","true","true","true","false","false","","","","Manchester United","Arquero"
"TUR 2","Turquia","Cakir","Ugurcan Cakir","true","true","true","false","false","","","","Galatasaray","Arquero"
"TUR 3","Turquia","Gunok","Gunok","true","true","true","false","false","","","","Besiktas","Arquero"
"TUR 4","Turquia","Kadioglu","Ferdi Kadioglu","true","true","true","false","false","","","","Brighton","Defensa"
"TUR 6","Turquia","Celik","Zeki Celik","false","false","true","false","false","2006-07-17","19","","Roma","Defensa"
"TUR 7","Turquia","Ozan Kabak","Ozan Kabak","true","true","true","false","false","","","","Hoffenheim","Defensa"
"TUR 8","Turquia","Mert Muldur","Mert Muldur","true","true","true","false","false","","","","Fenerbahce","Defensa"
"TUR 9","Turquia","Abdulkerim Bardakci","Abdulkerim Bardakci","true","true","true","false","false","","","","Galatasaray","Defensa"
"TUR 10","Turquia","Eren Elmali","Eren Elmali","true","true","true","false","false","","","","Galatasaray","Defensa"
"TUR 11","Turquia","Caglar Soyuncu","Caglar Soyuncu","true","true","true","false","false","","","","Fenerbahce","Defensa"
"TUR 12","Turquia","Samet Akaydin","Samet Akaydin","true","true","true","false","false","","","","Rizespor","Defensa"
"TUR 13","Turquia","Arda Guler","Arda Guler","true","true","true","false","false","","","","Real Madrid","Mediocampista"
"TUR 15","Turquia","Orkun Kokcu","Orkun Kokcu","true","true","true","false","false","","","","Besiktas","Mediocampista"
"TUR 16","Turquia","Hakan Calhanoglu","Hakan Calhanoglu","true","true","true","false","false","","","","Inter de Milán","Mediocampista"
"TUR 17","Turquia","Ismail Yuksek","Ismail Yuksek","true","true","true","false","false","","","","Fenerbahce","Mediocampista"
"TUR 19","Turquia","Salih Ozcan","Salih Ozcan","true","true","true","false","false","","","","Borussia Dortmund","Mediocampista"
"TUR 20","Turquia","Kenan Yildiz","Kenan Yildiz","true","true","true","false","false","","","","Juventus","Delantero"
"TUR 21","Turquia","Baris Yilmaz","Baris Alper Yilmaz","true","true","true","false","false","","","","Galatasaray","Delantero"
"TUR 22","Turquia","Kerem Akturkoglu","Kerem Akturkoglu","true","true","true","false","false","","","","Fenerbahce","Delantero"
"TUR 23","Turquia","Yunus Akgun","Yunus Akgun","true","true","true","false","false","","","","Galatasaray","Delantero"
"TUR 24","Turquia","Oguz Aydin","Oguz Aydin","true","true","true","false","false","","","","Fenerbahce","Delantero"
"TUR 25","Turquia","Deniz Gul","Deniz Gul","true","true","true","false","false","","","","Porto","Delantero"
"TUR 26","Turquia","Irfan Can Kahveci","Irfan Can Kahveci","true","true","true","false","false","","","","Fenerbahce","Delantero"
"URU 2","Uruguay","Fernando Muslera","Fernando Muslera","true","true","true","false","false","","","","Estudiantes de La Plata","Arquero"
"URU 5","Uruguay","Ronald Araújo","Ronald Araujo","true","true","true","false","false","","","","FC Barcelona","Defensa"
"URU 7","Uruguay","Santiago Bueno","Santiago Bueno","true","true","true","false","false","","","","Wolverhampton Wanderers","Defensa"
"URU 8","Uruguay","Sebastián Cáceres","Sebastian Caceres","true","true","true","false","false","","","","Club América","Defensa"
"URU 9","Uruguay","Mathías Olivera","Mathias Olivera","true","true","true","false","false","","","","Napoli","Defensa"
"URU 10","Uruguay","Joaquín Piquerez","Joaquín Piquerez","true","true","true","false","false","","","","Palmeiras","Defensa"
"URU 11","Uruguay","Matías Viña","Matías Viña","true","true","true","false","false","","","","Flamengo","Defensa"
"URU 12","Uruguay","Manuel Ugarte","Manuel Ugarte","true","true","false","false","false","","","1.82 m","Manchester United","Mediocampista"
"URU 16","Uruguay","Agustín Canobbio","Agustín Canobbio","true","true","true","false","false","","","","Fluminense","Mediocampista"
"URU 17","Uruguay","Juan Manuel Sanabria","Juan Manuel Sanabria","true","true","true","false","false","","","","Atlético de San Luis","Mediocampista"
"URU 18","Uruguay","Giorgian De Arrascaeta","Giorgian De Arrascaeta","true","true","true","false","false","","","","Flamengo","Mediocampista"
"URU 19","Uruguay","Nicolás de la Cruz","Nicolás de la Cruz","true","true","true","false","false","","","","Flamengo","Mediocampista"
"URU 22","Uruguay","Maximiliano Araújo","Maximiliano Araújo","true","true","true","false","false","","","","Sporting CP","Mediocampista"
"URU 23","Uruguay","Brian Rodríguez","Brian Rodríguez","true","true","true","false","false","","","","Club América","Mediocampista"
"USA 1","Estados Unidos","Matt Freese","Matt Freese","true","true","true","false","false","","","","New York City","Arquero"
"USA 2","Estados Unidos","Matt Turner","Matt Turner","true","true","true","false","false","","","","New England Revolution","Arquero"
"USA 3","Estados Unidos","Chris Brady","Chris Brady","true","true","true","false","false","","","","Chicago Fire","Arquero"
"USA 4","Estados Unidos","Max Arfsten","Max Arfsten","true","true","true","false","false","","","","Columbus Crew","Defensa"
"USA 5","Estados Unidos","Sergiño Dest","Sergiño Dest","true","true","true","false","false","","","","PSV","Defensa"
"USA 7","Estados Unidos","Mark McKenzie","Mark McKenzie","true","true","false","false","false","","","1.84 m","Toulouse","Defensa"
"USA 11","Estados Unidos","Miles Robinson","Miles Robinson","true","true","true","false","false","","","","FC Cincinnati","Defensa"
"USA 12","Estados Unidos","Joe Scally","Joe Scally","true","true","true","false","false","","","","Borussia Mönchengladbach","Defensa"
"USA 13","Estados Unidos","Auston Trusty","Auston Trusty","true","true","true","false","false","","","","Celtic","Defensa"
"USA 15","Estados Unidos","Sebastian Berhalter","Sebastian Berhalter","true","true","true","false","false","","","","Vancouver Whitecaps","Mediocampista"
"USA 16","Estados Unidos","Weston McKennie","Weston McKennie","true","true","true","false","false","","","","Vancouver Whitecaps","Mediocampista"
"USA 17","Estados Unidos","Cristian Roldán","Cristian Roldán","true","true","true","false","false","","","","Seattle Sounders","Mediocampista"
"USA 20","Estados Unidos","Gio Reyna","Gio Reyna","true","true","true","false","false","","","","Borussia Mönchengladbach","Mediocampista"
"USA 22","Estados Unidos","Tim Weah","Tim Weah","true","true","true","false","false","","","","Olympique Marseille","Mediocampista"
"USA 23","Estados Unidos","Alejandro Zendejas","Alejandro Zendejas","true","true","true","false","false","","","","Club América","Mediocampista"
"UZB 2","Uzbekistan","Botirali Ergashev","Botirali Ergashev","true","true","true","false","false","","","","Neftchi Fergana","Arquero"
"UZB 3","Uzbekistan","Abduvohid Ne’matov","Abduvohid Ne’matov","true","true","true","false","false","","","","Nasaf Qarshi","Arquero"
"UZB 5","Uzbekistan","Alijonov","Khojiakbar Alijonov","false","false","false","true","false","1997-04-19","29","1.80 m","","Defensa"
"UZB 6","Uzbekistan","Farrukh Sayfiev","Farrukh Sayfiev","true","true","true","false","false","","","","Neftchi Fergana","Defensa"
"UZB 7","Uzbekistan","Rustam Ashurmatov","Rustam Ashurmatov","true","true","true","false","false","","","","Esteghlal","Defensa"
"UZB 10","Uzbekistan","Avazbek O’Imasaliev","Avazbek O’Imasaliev","true","true","true","true","false","","","","","Defensa"
"UZB 11","Uzbekistan","Jahongir Orozov","Jahongir Orozov","true","true","true","false","false","","","","Dinamo Samarqand","Defensa"
"UZB 12","Uzbekistan","Behruzjon Karimoov","Behruzjon Karimoov","true","true","true","false","false","","","","Surkhon Termiz","Defensa"
"UZB 13","Uzbekistan","Abdulla Abdullaev","Abdulla Abdullaev","true","true","true","false","false","","","","Dibba Al-Fujairah Club","Defensa"
"UZB 14","Uzbekistan","Akmal Mozgovoy","Akmal Mozgovoy","true","true","true","false","false","","","","Pajtakor Tashkent","Mediocampista"
"UZB 17","Uzbekistan","Odil Hamrobekov","Odil Hamrobekov","true","true","true","false","false","","","","Tractor S.C.","Mediocampista"
"UZB 19","Uzbekistan","Aziz Ganiev","Aziz Ganiev","true","true","true","false","false","","","","Nasaf Qarshi","Mediocampista"
"UZB 20","Uzbekistan","Sherzod Esanov","Sherzod Esanov","true","true","true","false","false","","","","Bukhara","Mediocampista"
"UZB 23","Uzbekistan","Igor Sergeev","Igor Sergeev","true","true","false","false","false","","","1.81 m","Persépolis","Delantero"
"UZB 24","Uzbekistan","Azizbek Amonov","Azizbek Amonov","true","true","true","false","false","","","","Dinamo Samarcanda","Delantero"
"UZB 26","Uzbekistan","Doston Khamdamov","Doston Khamdamov","true","true","true","false","false","","","","Pakhtakor Tashkent","Delantero"
